,default,student,balance,income
226,No,Yes,596.056247366741,16084.9077085452
227,No,Yes,140.455621890314,11179.4978592832
228,No,No,1075.21972115915,30485.0597420452
229,No,Yes,1196.53699597576,25651.5363814897
230,No,No,1416.06555486279,40371.2845887418
231,No,Yes,1068.86074173834,20804.3786766452
232,No,Yes,1300.72043313613,9266.52973132816
233,No,No,430.620319374712,46182.6649756
234,No,No,1077.73308347226,50334.8541187515
235,No,Yes,1355.31321601212,11070.8549739706
236,No,Yes,406.339769411729,30088.4425077181
237,No,No,1057.35087177407,39651.123507722
238,No,No,298.704516620129,39599.6615793386
239,No,Yes,1222.24509239018,23152.7230957415
240,No,No,0,47729.6257581971
241,No,No,918.014298027406,26798.0714113008
242,No,No,976.289542388024,35909.438285819
243,No,No,1183.98331144049,53599.7455269133
244,No,No,1177.81506956381,32294.5456510691
245,Yes,Yes,1954.32168919689,17137.4737238985
246,No,No,1061.2842367146,32839.344860116
247,No,No,0,41740.6865972451
248,No,No,517.824545856159,65501.6207632461
249,No,No,522.774408905781,37481.6821850974
250,No,No,602.361701994454,53800.5472092154
251,No,No,961.241554483775,31647.287484501
252,No,Yes,645.338826892833,20122.2022949879
253,No,Yes,1300.88969344098,14156.6456712982
254,No,Yes,1029.24963218458,18018.3583136311
255,No,No,1280.23019022832,23647.3332028812
256,No,No,1154.57891449163,61089.4308700936
257,No,No,329.218897389854,48133.8244215813
258,No,No,469.151974452928,30366.7195981448
259,No,No,44.3136199316928,30449.2501938471
260,No,Yes,815.077408427175,18445.6596956189
261,No,No,751.338737032109,42736.4281010473
262,No,No,1444.63047690274,40364.5558777602
263,No,Yes,1215.38361034015,15994.0410236354
264,No,No,0,34648.9725974223
265,No,No,1526.26866859685,44845.1362915324
266,No,No,431.330740107029,58551.8932582891
267,No,Yes,843.008786630283,22037.4704117827
268,No,No,1001.32023805225,41063.1973471399
269,No,Yes,292.85741080938,15220.9358723481
270,No,No,367.35157626488,29905.5278559754
271,No,Yes,713.559839270764,24324.1439422418
272,No,No,961.365708967295,42619.0777329367
273,No,No,751.101930768505,50290.1441115538
274,No,No,980.763938624199,43650.5344586779
275,No,No,615.477640984647,45792.8999573859
276,No,No,718.986722837885,21044.6738318112
277,No,Yes,1416.9661563736,11104.5663246846
278,No,No,877.343686869075,40689.4785866351
279,No,No,1305.77469775412,34412.116373967
280,No,Yes,1111.99772246377,20549.6203542259
281,No,No,927.66918169688,39934.14447599
282,No,Yes,498.505979218863,16967.6197633608
283,No,No,314.985176814067,51112.9378660257
284,No,No,465.845663824603,52714.0888633024
285,No,No,285.910169131953,43263.6306402332
286,No,No,218.11485408738,38766.1076269185
287,No,No,564.907448112708,35820.8856846426
288,No,No,724.887324252241,27800.9523774513
289,No,No,503.301857053805,37749.5207774081
290,No,No,0,43782.2558593837
291,No,No,636.728473821258,45649.1708111331
292,No,No,673.926656787536,39508.6241247705
293,No,No,969.083028484442,45192.338963931
294,No,No,608.551738816828,22555.5085942346
295,No,No,1190.15983100714,30746.3769711559
296,No,No,1229.74257147896,48739.9273906526
297,No,Yes,0,29106.5837352519
298,No,No,344.88224152182,26227.3292753008
299,No,Yes,1273.1862477934,20429.6213674886
300,No,Yes,289.834142708942,13914.6037195669
301,No,No,460.139804417708,52708.5598496177
302,No,No,1142.32631903636,45173.3745996018
303,No,No,280.944386688864,50404.0329743684
304,No,No,1068.10797157273,37863.4478466063
305,No,No,1701.68848691138,38567.2047054257
306,No,Yes,0,16979.8930728145
307,No,Yes,925.904860674285,20952.5861354429
308,Yes,No,1673.48634915562,49310.3329074721
309,No,No,956.311350604852,42971.901112669
310,No,No,1208.22057225773,36402.7452329903
311,No,Yes,744.178014844323,20773.627399272
312,No,No,861.36386043585,47969.6772642797
313,No,Yes,246.867027277152,16209.5366803905
314,No,No,1252.89403929371,35587.7235974753
315,No,No,363.344803781613,44325.7888525566
316,No,No,916.569239827395,42486.3989116241
317,No,No,1465.74393129421,25521.269892488
318,No,No,660.285496472662,58956.5131752064
319,No,No,785.786657440919,48179.3828770989
320,No,No,1442.12980525117,10921.6150280099
321,No,Yes,1934.51114219071,17084.048577191
322,No,No,1416.22439665098,31303.1633146522
323,No,No,1018.38287102808,30846.8209363716
324,No,No,771.016021909898,47614.7381580489
325,No,Yes,1140.45436292959,18991.886035461
326,No,No,1272.07680514996,21503.1953515833
327,No,No,186.438134380559,13325.1213335376
328,No,No,294.84465334931,41591.7799629843
329,No,No,500.804219905074,47910.9638496034
330,No,No,787.551771667647,46185.5520006902
331,No,No,1030.21005766399,40711.453172514
332,No,No,657.705720718074,41224.7968784511
333,No,No,0,16601.6352758397
334,No,No,456.830738069141,39629.5808401885
335,No,Yes,438.57477088502,17439.1149542308
336,No,No,463.002217743353,42297.457797763
337,No,No,862.91971023389,36774.2159052201
338,No,No,1017.65591423765,37241.790991973
339,No,No,586.588274391792,45519.8377116616
340,No,Yes,762.585019280848,24738.1184475607
341,No,No,690.601097770566,43511.3372747162
342,No,Yes,1307.20497291736,19381.5413197222
343,No,No,969.55040776643,41301.9715355252
344,No,No,1349.57175041655,50645.2905655432
345,No,No,874.478742268915,33485.5205119318
346,No,Yes,713.92287437803,26049.9756416507
347,No,No,368.515345585694,60953.8247890952
348,No,No,543.794274359592,51964.7512239709
349,No,No,814.243678946983,29631.1100659498
350,No,Yes,1367.85595504108,12489.814247912
351,No,No,834.235608163585,36721.8622064862
352,No,No,535.135342889862,44448.6070341664
353,No,No,729.047433497618,35042.1329969977
354,No,No,1036.46072800599,42914.9816724656
355,No,No,464.404331084908,53215.931577276
356,No,No,844.465479105882,44518.3952707398
357,No,Yes,1521.46339550225,15210.4740694568
358,No,No,184.887298302054,49716.0204052985
359,No,No,507.396131594456,35353.4055306309
360,No,No,127.707918266324,27483.8950029773
361,No,Yes,1060.7768268,21430.7912243482
362,No,No,919.67240486341,40573.179445659
363,No,Yes,517.821959362896,12673.9060745038
364,No,No,1483.53656327982,34156.3742030791
365,No,Yes,1312.90720253482,15495.0265880783
366,No,No,1569.556298596,36306.0194414557
367,Yes,Yes,1486.99812160021,17854.3970280731
368,No,No,625.017328733068,58911.6086513796
369,No,No,1645.42317956837,36839.3962080674
370,No,No,836.010590425218,40178.9346993862
371,No,No,196.987111415453,41314.993615811
372,No,No,857.329141983597,25742.1737665286
373,No,No,272.219927772865,47757.8244082396
374,No,No,1051.60440723879,47529.2173130498
375,No,No,1311.45127913014,47805.7978452956
376,No,No,0,29514.0336126113
377,No,No,2391.0077393729,50302.9095568637
378,No,Yes,1151.89951661119,15097.5123322887
379,No,No,111.294953864346,40086.6901221233
380,No,No,51.1859856979337,39385.7596831095
381,No,No,51.8884865930952,41839.1733870635
382,No,No,1475.50384683721,44769.1221419027
383,No,No,0,24566.4833655163
384,No,No,785.494708435686,50683.1541835067
385,No,No,1509.91566408553,24427.7685054556
386,No,No,578.836277403294,25522.5199803339
387,No,No,254.728057897549,53696.832200196
388,No,Yes,846.959069993446,20659.8532659399
389,No,No,257.546332188622,29967.2042826122
390,No,No,750.840531468744,32034.7121252064
391,No,Yes,1000.41580660284,14071.0085362555
392,No,No,201.80740022199,71878.7726357675
393,Yes,No,1424.93289000674,27668.952235473
394,No,Yes,1298.90149315481,14975.264926979
395,No,No,1186.93272905935,51742.5764367357
396,No,No,153.447936134918,36813.1987057434
397,No,Yes,1596.70105479512,21581.272259309
398,No,No,1135.49329308145,37962.9829034037
399,No,No,662.302632070322,44664.005908681
400,No,Yes,1005.59382873394,15851.4826456384
401,No,No,91.94732281422,44337.4059033946
402,No,No,1167.23167850084,30648.4287991214
403,No,No,1793.29061177025,45117.3819107052
404,No,No,268.443287008073,55294.9511030761
405,No,No,1251.78401940822,32721.1440442512
406,No,No,829.023319092933,25161.8985145042
407,No,Yes,734.459199314855,17619.4871763725
408,No,No,536.517494230315,28629.4636706794
409,No,No,915.771563906364,24243.1801621741
410,No,Yes,1704.01419282432,17986.7635790881
411,No,Yes,1171.7247120782,23505.1976209285
412,No,Yes,0,23735.4085420558
413,No,No,522.644337059267,35893.2877978631
414,No,No,1385.79514000934,44983.296558965
415,No,Yes,1034.50445305921,19105.6282177488
416,No,No,770.081934570081,38010.2611136634
417,Yes,Yes,2321.88222078406,21331.3147812222
418,No,No,915.518055990193,42331.0216310488
419,No,No,0,62689.0330317791
420,No,Yes,1400.70282406811,23083.2601589174
421,No,No,819.11260539853,50082.8887115636
422,No,No,265.435891352397,34040.5484925118
423,No,No,112.470708913449,34320.0261502942
424,No,Yes,704.013648569298,13903.4557309642
425,Yes,Yes,2066.69560264995,10470.6359999562
426,No,Yes,1045.6574660296,23335.0463297184
427,No,Yes,768.447241174727,21497.5288874548
428,Yes,No,1661.75264500024,21871.4629698414
429,No,Yes,766.406247421834,22296.9836996044
430,No,No,46.0920895774312,42025.762307949
431,No,No,0,36922.8679525624
432,No,No,1339.6262041855,41656.0028929824
433,No,No,1559.75214620523,37227.2688180877
434,No,No,0,46910.7978946537
435,No,Yes,1033.04184648414,18958.3150837176
436,No,Yes,748.301340361255,11248.6707527348
437,No,No,510.23759315638,60397.7186486948
438,No,No,150.663617880078,42800.6969182602
439,No,No,563.89172073513,54147.7083859983
440,No,No,272.987840705252,63566.3659949776
441,No,No,548.037783442488,33605.6494686572
442,No,No,1324.0139835537,45114.740311117
443,No,Yes,1582.20281304722,19682.8724899139
444,No,No,716.998722689295,34418.2602228491
445,No,Yes,627.593246606189,15423.2076281931
446,No,No,523.813716991703,45284.1893484952
447,No,Yes,425.844645376775,15324.758004218
448,No,No,1002.35121821511,43048.1699151943
449,No,Yes,1051.99844854114,12376.0959820386
450,No,No,700.453136926996,54661.1150697389
451,No,Yes,720.516450875564,20222.9489909686
452,No,No,1429.76720500634,37255.911102443
453,No,No,1202.31672214754,49914.5220391356
454,No,Yes,1457.57538055378,19668.1577588603
455,No,No,645.949270764739,46406.3379836008
456,No,Yes,618.756752341743,18297.3277705301
457,No,No,485.44043108254,38656.4546259537
458,No,No,1598.60255266893,48717.2631496507
459,No,Yes,957.630204213306,15018.9136483864
460,No,No,868.494476319032,22176.2762497007
461,No,No,416.861181771703,39672.5172956473
462,No,No,1428.81282966821,41417.0536914817
463,No,No,559.324027305301,53542.4127190244
464,No,No,1392.33267765748,48709.5292601184
465,No,Yes,696.583526934606,2981.27954754111
466,No,No,102.721441131555,13719.3568745031
467,No,Yes,562.837698264136,25068.0464477888
468,No,No,1285.52803809771,39530.7596773893
469,No,Yes,1593.32749210594,11570.7286227592
470,No,No,943.402037124016,35281.728486957
471,No,Yes,1882.84179031769,15968.0365405299
472,No,Yes,827.041305351259,18892.8212923273
473,No,No,1271.2708123604,36053.5029503061
474,Yes,No,1975.65302824061,38221.8397449546
475,No,Yes,1127.99393381003,15186.8686920989
476,No,No,869.854539572928,33589.1395470743
477,No,Yes,1804.41336882629,17665.5490483662
478,No,No,558.178484419266,12740.8646435052
479,No,Yes,1560.93175219903,13621.5691623243
480,No,Yes,442.027425025125,17072.3366388213
481,No,No,329.518976607022,38150.6349302136
482,No,No,600.134860988896,39395.9783993341
483,No,Yes,1192.70215939554,21597.7516651387
484,No,No,666.394794790436,34912.33670141
485,No,Yes,583.295482029807,23694.3673679543
486,No,No,110.572909811983,47339.1087511931
487,No,No,226.217345575457,59680.0022588775
488,No,No,154.663920437736,44714.3716756576
489,No,No,210.797282960451,34468.8991617379
490,No,No,965.276817800471,37705.2432205848
491,No,No,2087.67874085049,44997.3643500816
492,No,Yes,748.236205405347,11613.2229514115
493,No,No,434.714771292189,35454.7554164715
494,No,No,421.172381915514,42721.4777704317
495,No,No,1378.94051426054,43998.1414025864
496,No,No,1379.67804381773,31766.2935985596
497,No,No,1071.24143217021,58134.5550658653
498,No,No,1126.2230230127,32842.6523719603
499,No,No,515.619799710376,39638.6396270428
500,No,Yes,992.780221091888,16585.3242820471
501,No,No,1020.52955729319,35652.6634579727
502,No,No,500.222178363597,38991.0124810993
503,No,Yes,790.870027432839,14183.9700258003
504,No,No,819.530733510064,38456.6150377655
505,No,No,708.851823990675,36322.3491334553
506,No,Yes,563.542661100162,24082.0393441031
507,No,Yes,1282.97253359578,13120.6364696027
508,Yes,Yes,2216.01766888986,20911.695635345
509,No,Yes,271.249704929045,25157.7314155335
510,No,No,1376.11324068477,63073.4451350521
511,No,No,36.2350412345537,49075.9815581156
512,No,No,955.466433781886,47520.1755792009
513,No,No,664.71894351335,36998.5660140661
514,No,Yes,683.441300405235,22595.4539568037
515,No,Yes,187.679885571478,18278.833967134
516,No,No,514.859436188812,57241.7030807118
517,No,Yes,898.631950753244,15293.8740494594
518,No,No,380.173508308381,37395.718934378
519,No,Yes,806.996111210473,15964.9969756192
520,Yes,Yes,2177.15086891132,17659.7478222343
521,No,No,1114.90155183715,38155.3683870141
522,No,Yes,1746.29737190901,24536.5538729105
523,No,No,608.948580101663,26463.3747616096
524,No,No,1034.36018039369,25111.2125512162
525,No,No,316.017511904727,39959.9300030972
526,No,No,872.856965749605,31471.5453894656
527,No,No,1184.36072325231,34259.9901986231
528,No,No,781.274957828979,53178.926801699
529,No,No,693.753718271082,36723.4487731456
530,No,No,882.264534452783,18379.5148607438
531,No,No,1202.46348882287,42818.6431073491
532,No,Yes,1203.02939896646,15952.4520239732
533,No,No,861.681923700847,49672.3471809124
534,No,No,831.456141881062,58476.7392311882
535,No,Yes,691.224742286061,16872.15171466
536,No,Yes,1815.44523079173,18919.4169686979
537,No,No,1255.34997743235,23297.4749578769
538,No,Yes,1070.32046448364,12756.76045352
539,No,Yes,1299.18732366924,19878.7473498519
540,No,Yes,866.49676067859,24262.6938973924
541,No,Yes,1734.58583985537,14165.2788642707
542,No,Yes,1626.63407931271,17721.6300644139
543,No,Yes,1474.77960459732,17382.4673857923
544,No,No,487.695020918891,46480.0359695332
545,No,No,1333.19731299735,33782.9038472638
546,No,Yes,118.201492870089,15472.655985471
547,No,No,224.592472478657,27246.0452995502
548,No,No,1350.42884688991,26450.2917378784
549,No,No,306.995202580848,43504.3052364636
550,No,No,706.481931471293,48339.8789934832
551,No,No,969.656018252646,40142.1341458025
552,No,Yes,1401.0731910563,21811.2682494468
553,No,Yes,1275.55063272364,15887.4684867774
554,No,No,833.655299315209,16908.7780990483
555,No,No,438.766636101515,32762.1862301046
556,No,No,563.150191515129,43028.597200306
557,No,No,13.9444746256728,31071.6342873547
558,No,No,0,58825.6151260292
559,No,No,829.689664731405,35594.2239070406
560,No,No,1014.72519283073,40223.9927344649
561,No,No,696.014430649643,40741.4202403335
562,No,No,1625.63987632474,65026.7389252459
563,No,No,1214.21119185954,45778.0267076337
564,No,Yes,584.081228595012,24440.020350386
565,No,Yes,1795.7168696683,12547.8290854169
566,No,No,47.3026675420401,38293.3111425555
567,No,No,1786.46395168459,54207.1677946309
568,No,No,393.828577983662,28362.6246287932
569,No,No,296.355437034889,24625.8852207068
570,No,Yes,816.042798135129,17894.7937734054
571,No,No,887.201436107651,41641.4535720123
572,No,Yes,894.125809153853,24670.1188959719
573,No,No,682.818458764429,33026.0037380434
574,No,No,1129.20265874509,40688.6355917437
575,Yes,Yes,2502.68493124851,14947.5197523987
576,No,No,511.598770167744,54002.5116638967
577,No,No,311.507988004406,43379.6346768697
578,Yes,No,1844.88383884583,35508.6754221796
579,No,No,0,61608.5320455831
580,No,No,760.776700641741,44851.560260433
581,No,No,990.567026186295,41690.2526225589
582,No,No,398.023124263748,33056.6711872941
583,No,No,919.812637213681,44316.3583269836
584,No,No,160.50306078312,19132.6948604593
585,No,Yes,1291.97734580897,26571.8745602489
586,No,No,596.620026917752,30764.6620547444
587,No,No,596.429706719568,12135.5415583733
588,No,No,1125.09140231743,33564.0755500554
589,No,Yes,830.860575104084,18259.6642152219
590,No,No,499.457815094636,38899.1604610096
591,No,Yes,777.64273092137,18190.645274987
592,No,No,1110.060615566,40236.5014860719
593,No,No,311.212767452465,51257.8742890846
594,No,No,626.514786193039,55155.0778632325
595,No,No,868.72989169156,40902.4296102798
596,No,No,735.470434133364,53312.5305272226
597,No,No,843.352661071678,51736.9102504954
598,No,No,1402.24271716909,32742.2706120643
599,No,No,781.667785915406,49427.5177211641
600,No,Yes,1660.86106385367,13694.8564537132
601,No,No,347.614099566677,40138.0778024224
602,No,No,838.437038320412,40903.4806861138
603,No,Yes,153.261039737442,14027.7907404296
604,No,No,605.274447356026,58469.4754932954
605,No,No,1133.9457958626,47188.9477836487
606,No,No,1106.69701234151,51879.7184800111
607,No,No,419.444569831827,47155.6922177728
608,No,Yes,1020.58903292674,13094.9457323397
609,No,No,781.77128476306,50958.7905135708
610,No,No,924.241534804409,45207.3876257005
611,No,No,1037.13480288192,43368.2233731399
612,No,Yes,793.248091585398,24314.682390475
613,No,No,1371.70327519923,48298.544535983
614,No,No,23.5291262860873,42814.8185641646
615,No,Yes,541.662755324457,16335.7034406021
616,No,No,463.085599132038,46760.4958851049
617,No,No,1076.12658440012,23632.5203007461
618,No,No,219.145709509397,37993.0436785143
619,No,No,197.989403751685,33723.9857591643
620,No,Yes,1155.78057709463,15146.8964638526
621,No,No,1221.38595934501,36961.3151242225
622,No,No,260.618801935897,42125.1486747
623,No,No,178.275032128603,35615.9281065657
624,No,No,871.231398400026,31770.6239820177
625,No,No,357.969460728933,57012.5508813006
626,No,No,1806.71487708391,39082.7860963992
627,No,No,96.8038990504192,31371.7260760776
628,No,Yes,974.014384870528,20108.1035841497
629,No,Yes,1579.99003223015,13274.7315023903
630,No,No,1036.77474609973,46239.0732170886
631,No,No,670.982468145979,55003.0913231936
632,No,No,1337.39087740802,51507.5009172858
633,No,Yes,0,15967.6142121715
634,No,No,1489.41591455079,46732.7678074658
635,No,No,1221.59976389318,40865.3128875121
636,No,Yes,434.560259226125,14812.6452403767
637,No,Yes,1669.27810558434,13771.3933964254
638,No,No,0,47592.7281367208
639,No,Yes,789.214894854669,18231.8302550712
640,No,Yes,1351.41154301245,14003.4757244327
641,No,No,778.791564992489,53219.5273540955
642,No,Yes,1076.72770461126,12502.6449158541
643,No,No,1073.02581933369,39553.831261169
