,default,student,balance,income
66,No,No,1017.65591423765,37241.790991973
67,No,No,1138.62885942419,36978.4593789249
68,No,Yes,748.236205405347,11613.2229514115
69,No,No,1228.78852913204,59100.8511498722
70,No,No,705.735232894335,45280.8192290912
71,Yes,Yes,2024.66016984007,9663.7881589584
72,No,Yes,980.101705745882,16381.2031300222
73,No,Yes,1788.14082161796,26228.7104423056
74,No,No,924.692705395402,38676.9704373565
75,No,Yes,376.770798828235,16042.2389216328
76,No,Yes,950.776787199094,17711.7417569151
77,No,No,853.16133166086,36272.4517835911
78,No,Yes,1941.0540620836,14756.2114753991
79,No,Yes,1273.83577633193,15593.6416810446
80,No,No,319.030066005898,27401.1167743525
81,No,No,355.016331184177,36327.8770094896
82,No,No,1306.4845722752,41224.6250242432
83,No,Yes,826.453636513914,21342.7030297359
84,No,Yes,1215.47001413849,20456.4382893475
85,No,Yes,766.406247421834,22296.9836996044
86,No,No,1217.21052749133,33865.050577167
87,No,Yes,1241.6164198854,12058.5976188622
88,No,Yes,1052.59812294326,24418.2139473269
89,No,No,326.628956809194,52696.7251843216
90,No,Yes,1604.6137382887,15467.2189070394
91,No,No,504.02837873803,24780.9612369205
92,No,No,1067.27320063911,50647.8724040193
93,No,No,885.510006686116,42683.4797282413
94,No,No,381.258558545531,55896.2338543989
95,No,No,717.742833830408,49347.021805396
96,No,No,1008.29063504735,30801.0897521694
97,No,No,864.343796306282,34598.4343942247
98,No,No,736.590612372767,37031.484769493
99,No,No,524.862618447016,54738.5066498565
100,No,No,1079.07612251215,36636.2800459142
101,No,Yes,461.782764768532,17609.8305189709
102,No,No,1224.23578236207,32751.6969190413
103,No,No,1739.53592448521,51623.2875371972
104,No,No,938.637862081905,39459.7670351625
105,No,No,580.423341333844,25926.2350880841
106,No,Yes,1759.41232517457,11556.1845280469
107,No,No,767.434812504422,55990.8746075411
108,No,No,814.693521955203,39020.8976875159
109,No,No,892.281071819882,40492.1005817823
110,No,No,837.695359207891,44260.7644148961
111,No,Yes,0,15759.9151700449
112,No,Yes,0,20071.8216934198
113,No,No,1621.7116428388,37970.4740221371
114,No,No,159.97347308844,30567.8013137362
115,No,No,962.134281546038,44696.2905307889
116,No,No,874.915042538445,25023.3230927001
117,No,No,1035.16023564515,67450.6880740411
118,No,Yes,604.758740181076,19369.3492279276
119,No,Yes,839.390890223131,21383.2311743407
120,No,No,340.964399114303,27262.0579810414
121,No,No,794.584066954045,37520.2533303122
122,No,No,1205.5906901595,25920.860620437
123,No,No,676.959581088393,33013.8247572839
124,No,No,349.054411370492,46698.0274257906
125,No,No,23.3571065489047,56686.9156223935
126,No,Yes,503.156388314512,18728.2969360048
127,No,No,664.511520418358,47878.8338334518
128,No,No,591.760776481539,41670.257382541
129,No,No,1345.45173685592,43322.1930190477
130,No,No,1024.14382177552,45585.9687697656
131,No,Yes,1180.36381739222,24063.3127448186
132,No,No,523.216245168787,38063.4016721751
133,No,No,239.384478789428,25485.17338129
134,No,No,269.587918794174,38650.3460881726
135,No,No,930.716938556975,46501.2757116981
136,No,No,1338.46111617072,23909.5469466814
137,No,No,1215.6982445086,33598.9707553906
138,No,No,391.989952172087,35012.8696092424
139,Yes,Yes,1770.96944052649,15975.5371965119
140,No,No,1225.97500773502,42203.2081629059
141,No,No,1114.088014707,59200.1369964562
142,No,Yes,1042.97256454135,9595.58757061018
143,No,No,820.017112578423,51584.6573183834
144,No,Yes,1062.16650954245,17383.2585454709
145,No,No,0,47328.2329138298
146,No,Yes,0,23422.1372192108
147,No,No,1091.9997376942,34704.512288981
148,No,No,1353.26492393312,43888.8830574219
149,No,No,1616.50019408524,41825.4039844618
150,No,No,1184.89962505962,53896.9022479321
151,No,No,489.717690887527,27043.2305590416
152,No,No,748.652080396294,40612.2157591974
153,No,No,586.968885382876,50317.6528901077
154,No,Yes,794.973101379144,21590.9618652424
155,No,Yes,210.897922722621,19075.2069630191
156,No,No,1165.49113814696,47684.2194497489
157,No,Yes,386.156432013818,22527.647218635
158,No,No,768.37858481136,43325.9703901599
159,No,No,0,36886.9862572698
160,No,Yes,1182.67904454398,17287.7484677075
161,No,No,962.894927346411,25063.4929775853
162,No,No,456.710814525515,21892.177211324
163,No,No,1089.57706066055,46890.2154037835
164,No,No,926.489673303745,49919.9672941973
165,No,No,433.93529004808,26888.0873419002
166,No,No,0,48781.4789584836
167,No,No,1470.34259270138,26136.7436879453
168,No,No,905.565725913233,52997.7310413533
169,No,No,1446.10101191515,22996.4323020653
170,No,Yes,1255.84888805629,22022.5765757422
171,No,No,71.5776897613994,61588.2545022497
172,No,No,903.615716442037,20444.4241231633
173,No,No,1392.33267765748,48709.5292601184
174,No,Yes,1004.43827309183,16456.2772500216
175,No,No,772.809219890657,39944.6072003905
176,No,No,1061.2842367146,32839.344860116
177,No,No,47.7456654427857,31150.3746922421
178,No,No,157.003453234473,50131.8788806077
179,No,No,126.558594574605,69541.9485970211
180,No,Yes,847.818706253068,15978.633625651
181,No,No,1108.80099679987,39676.554561882
182,No,Yes,2149.33681165388,15093.827527253
183,No,No,247.19905719341,37377.3578246637
184,No,No,0,30049.1002617945
185,No,No,1492.18965381051,39004.5029437998
186,No,No,377.193845357772,41901.8473663191
187,No,Yes,735.578364822891,13976.6859106159
188,No,No,423.407947289886,40844.3415096871
189,No,No,878.44473088973,47722.8103498075
190,No,Yes,893.708471146775,16399.778520564
191,No,Yes,936.473489576073,19389.4800308699
192,No,No,0,47725.5215295292
193,No,Yes,1112.70118907868,20901.2137448942
194,No,No,621.003443540267,37249.4364352527
195,No,No,848.676390931552,38742.0597937341
196,No,No,0,37482.4857282659
197,No,No,412.25489056191,37088.2123302523
198,No,No,1430.57687000073,44104.9589155541
199,No,No,846.68351168539,41651.2155769265
200,No,No,676.652720204,31741.4310589349
201,No,No,298.704516620129,39599.6615793386
202,No,No,631.253506690788,38877.5703324556
203,No,No,0,34925.3654101008
204,No,Yes,794.137787843789,15721.7996591962
205,No,No,394.501839643007,29642.9102659475
206,No,No,485.792841695534,38281.3147946812
207,No,No,1287.79518693788,52382.6647043692
208,No,No,654.808846012063,44255.7671952925
209,No,No,644.604409116029,30276.5707302591
210,No,Yes,1277.89489991076,20649.9299868452
211,No,No,208.007706163141,42399.5295644159
212,No,No,641.760448114412,44857.7012299345
213,Yes,No,2063.57193445013,37372.7584928128
214,No,No,1109.22148329882,56680.1375308278
215,No,No,589.558094262681,42335.4470346994
216,No,No,408.116029993621,39388.3175611827
217,Yes,Yes,1493.96853901776,24126.029785681
218,No,Yes,1113.32696440837,14579.6569774387
219,No,No,0,35116.5909600078
220,No,No,1291.24433825788,42098.4789481663
221,No,No,1063.15567471295,34642.0647569343
222,No,Yes,1306.4830309386,13984.7852630212
223,No,Yes,843.642431501666,17992.3171675151
224,No,No,1045.31135178129,31754.023779871
225,No,Yes,1445.45802967522,18632.6160618408
226,No,No,815.054702367188,34200.1833534919
227,No,No,698.440564304252,21903.0380990784
228,No,No,1311.99931279821,26377.9739545637
229,No,No,653.373456959241,52276.5854009763
230,No,No,1142.66970009878,40823.3797085521
231,No,No,783.057400540258,54082.4240845222
232,No,No,489.51991369456,22750.6921764142
233,No,No,239.193366265676,33743.2265524886
234,No,No,916.49931692309,25768.4074467213
235,No,No,924.959329762828,26332.2096245083
236,No,No,1352.70344251148,35743.0039605073
237,No,No,621.736250817544,51595.7517158554
238,No,Yes,837.911885761804,20984.1790586289
239,No,No,1665.03697302705,48295.5251505377
240,No,No,512.660945594458,49989.5995789838
241,No,No,590.666032001301,59574.2177200191
242,No,Yes,729.189718410075,18329.7208714106
243,No,No,174.935484980574,55044.3700745005
244,No,Yes,1327.28243902948,15819.3593199174
245,No,Yes,541.33470653612,21245.3206345669
246,No,Yes,1076.23358719821,18096.7014811134
247,No,No,684.90629721516,14756.9983525477
248,No,No,0,55158.1512404129
249,No,No,506.627150894389,49068.8708652295
250,No,No,649.269775479187,31039.0020043034
251,No,No,1023.05155185734,19354.3979175702
252,No,Yes,696.583526934606,2981.27954754111
253,No,No,0,51740.4215992712
254,No,No,578.387621687668,41054.1386619277
255,No,No,673.555270265584,49169.7285398627
256,No,No,1341.0777774559,40199.8414148092
257,No,Yes,831.304495716088,17572.3179345351
258,No,No,1510.79325032928,47684.2394572224
259,No,No,270.585758872418,44958.6312672761
260,No,No,1165.85183799472,48855.5094451628
261,No,No,1043.75826449574,31523.6868953253
262,No,No,1296.47473703462,48682.373504953
263,No,No,24.2635999898018,36070.138850872
264,No,Yes,1079.0779493071,17966.7693767183
265,No,No,527.463274362782,35708.1692547216
266,No,Yes,1311.86009883369,15565.1976959325
267,No,No,0,37112.597798942
268,No,No,829.023319092933,25161.8985145042
269,No,Yes,1048.48759625782,22935.5954509348
270,No,No,806.550181313343,27622.9041506617
271,No,Yes,527.540184074571,17636.5396172936
272,No,No,763.900776015518,64967.6404491418
273,No,No,1734.22804374841,37621.6331723075
274,No,No,1386.19194850385,42537.9907928054
275,No,No,437.577738904493,55720.9729622054
276,No,Yes,997.762482254186,13799.5447379368
277,No,No,81.8744894682283,35818.2280012137
278,No,No,752.985919181889,45523.4967931178
279,No,No,777.646062948943,50869.7286119432
280,No,No,793.829387731878,45089.5520625048
281,No,No,708.579794983589,21728.8201971829
282,Yes,Yes,1774.69422305776,20359.5060855671
283,No,Yes,584.90489468245,22429.9350462168
284,No,No,1224.93071142997,44002.654530336
285,No,No,607.898642294942,26117.6651716242
286,No,No,1146.8753977636,64644.9052937777
287,No,No,310.495919327847,47427.3290910962
288,No,Yes,591.660651332961,21790.5024250406
289,No,No,0,39893.2719259536
290,Yes,No,1258.76479390195,26331.3723972254
291,No,No,796.991208463392,25159.554855822
292,No,No,1335.54141772911,53354.8492094829
293,No,No,710.394633535282,31483.3472045777
294,No,No,576.796119948856,39209.8328678459
295,No,Yes,865.205866068633,22081.5816392531
296,No,Yes,246.081818997006,20046.7724578198
297,No,No,750.840531468744,32034.7121252064
298,No,No,1733.89536118172,47872.6209803203
299,No,No,331.720734726363,46853.7458503906
300,No,Yes,389.213241765338,22907.7674644876
301,No,Yes,1670.46730713431,15838.3145696838
302,No,No,844.041292318579,32089.6246466696
303,No,No,740.580773422977,20717.544444772
304,No,No,161.759487374323,43676.0574090646
305,No,No,1344.55595046163,34841.260517708
306,No,Yes,1790.54409245898,21938.2092322296
307,No,No,336.797040313976,42880.464298445
308,No,Yes,887.290639981827,14958.5514708638
309,No,No,1443.50744678497,47205.348659789
310,No,No,324.854971443152,39752.3541911937
311,No,No,697.666382564536,35402.2679567815
312,No,No,1471.60862883275,61385.5998656021
313,No,No,587.781081680209,30859.6363376973
314,No,No,548.037783442488,33605.6494686572
315,No,Yes,1258.5287351543,10920.9645851391
316,Yes,No,1511.61095196469,53506.9449260287
317,No,Yes,793.248091585398,24314.682390475
318,No,No,219.145709509397,37993.0436785143
319,No,No,728.278954840128,30028.180114333
320,Yes,Yes,2046.63951494124,17910.6344721428
321,No,No,782.648690118751,37497.0870021449
322,No,No,484.515768741921,39775.2498897027
323,No,No,219.115003152167,31490.5334213201
324,No,No,989.055596975304,45344.2513202648
325,No,No,1002.03064144933,49319.3386450314
326,No,No,1062.05871081173,35781.125486661
327,No,No,2036.99318923915,31384.1300026505
328,No,Yes,655.700944684446,19915.2328521123
329,No,Yes,1793.78940473659,22740.5485627044
330,No,No,0,51226.7616106643
331,No,Yes,855.226995923742,15348.7066607031
332,No,No,0,51054.5690234529
333,No,No,333.07270829892,61508.7565557497
334,No,No,165.973008628943,28439.5879563403
335,No,Yes,1657.11385858028,10852.2931297992
336,No,No,991.131782568509,30941.5485184932
337,No,No,1429.87855917136,33452.5875602965
338,No,No,439.961958832399,28215.4788428897
339,No,Yes,1168.86840328253,18113.3437663792
340,No,Yes,1176.93452516159,19829.2264598045
341,No,No,1392.6193716631,54027.1994679767
342,No,No,396.985985441859,55454.6310403682
343,Yes,No,2005.57512847055,36636.0085937313
344,No,No,625.870177750823,53756.0440632584
345,No,Yes,789.214894854669,18231.8302550712
346,Yes,Yes,1118.70103943078,21848.4429000063
347,No,No,32.99359889857,31644.7706159164
348,No,No,1340.78720929653,36440.2283216228
349,No,No,65.7275950839411,32332.1826526434
350,No,No,481.305040751321,35747.7451040985
351,No,No,1569.72827330174,30604.2864482531
352,No,No,422.644529182164,58345.0145187153
353,No,No,797.347588529402,35177.4099946928
354,No,Yes,1106.94627728915,19233.7738901492
355,No,No,163.261027090534,40600.4154666133
356,No,No,903.459131606741,33640.0996762864
357,No,No,561.433746424985,37884.9611039777
358,No,No,1452.32898016853,37691.7701917003
359,No,No,565.505384485186,39109.3096711426
360,No,No,575.754615672545,26757.5793449716
361,No,No,1133.79978343124,39860.1632176141
362,No,Yes,1217.62391318403,21160.4293008005
363,No,No,29.848982881347,36972.934138124
364,No,No,637.491879262073,48942.6121416591
365,No,No,1076.13982317578,31845.9515280532
366,No,No,677.758794018199,50309.0647156314
367,No,No,1267.55073982519,10233.8797549679
368,No,No,792.981525937216,37549.9499998242
369,No,No,786.264219192566,45304.793357761
370,No,Yes,836.005768320167,7404.71584303711
371,No,No,486.576050197581,27687.3411659989
372,No,Yes,990.880561930152,21164.6639904912
373,No,No,561.916178455117,35080.5792438221
374,No,Yes,956.692234248303,19594.5490428608
375,No,No,0,28094.1570910795
376,No,No,1252.65305823313,35382.1403253839
377,No,No,0,26493.2426781175
378,No,Yes,742.549323468977,24505.0193460592
379,No,No,1493.27046658619,41005.2174763553
380,No,No,0,54609.728556779
381,No,No,1037.15769934664,36034.5783662925
382,No,Yes,1370.24893741273,13358.27420233
383,No,Yes,472.511100780113,19903.892050653
384,No,No,946.137573571247,40038.683105794
385,No,No,615.726657355146,38687.1152204681
386,No,No,360.019073584363,23927.5466133912
387,No,No,1010.61245522492,34055.5715925025
388,No,No,445.241819216304,31974.6245068978
389,No,No,673.926656787536,39508.6241247705
390,No,Yes,360.009160165101,18487.4332542325
391,No,Yes,1401.19360905062,17688.8564659358
392,No,Yes,1331.42546161804,13793.185177665
393,No,No,0,53058.2552072079
394,No,No,501.360657821036,49897.300730356
395,No,No,665.039756552143,47062.2530853035
396,No,No,775.309789469854,38721.2458944943
397,No,No,1075.86377237476,44128.6282564037
398,No,No,455.184490479099,43513.3506271492
399,No,Yes,0,20157.2512618026
400,No,No,1256.89228843842,23100.0094995806
401,No,No,682.604508896646,57553.9765752877
402,Yes,Yes,1543.09958172153,18304.6505704658
403,No,Yes,883.881831762394,14888.518114146
404,No,Yes,1506.86047253713,14914.8233564104
405,No,Yes,1291.91526301142,17910.0646052095
406,No,No,355.936626583037,34730.8855238897
407,No,No,1075.82417073247,22982.2266330705
408,No,No,506.505871615376,51114.319721702
409,No,No,1943.9323001153,24193.6089530073
410,No,No,806.377684881681,40454.0678792373
411,No,No,610.641708045754,42899.8481269583
412,No,Yes,1546.5818321879,14981.1686681869
413,No,No,1238.61032124112,50066.6805336538
414,No,Yes,655.449164552291,18265.5954293392
415,No,No,1037.15551645908,38490.3848881263
416,No,Yes,1339.31276875945,21031.8598306849
417,No,No,989.017791693055,35129.0917367816
418,No,No,848.940738136621,35534.9838909539
419,No,No,580.054584423838,37278.2793128897
420,No,No,522.15345763795,40717.1625219394
421,No,No,895.323834867129,43554.0743998906
422,No,No,1153.3292507774,17598.4340274502
423,No,Yes,6.31886443929102,18912.6140608781
424,No,No,298.236583687474,27838.6841232142
425,No,Yes,1125.73450731592,23410.0994120351
426,No,Yes,886.221140404153,12796.0589938103
427,No,No,711.439451354052,40507.8212380723
428,No,No,0,33168.0580487243
429,No,Yes,1630.48855467074,16310.5340605392
430,No,No,1167.10118913466,35952.1936607058
431,No,No,503.513808814529,62115.1050819044
432,No,No,0,41960.174498434
433,No,No,439.201791769032,42132.013626294
434,No,No,1645.42317956837,36839.3962080674
435,No,No,383.215769348354,15233.3163469465
436,No,Yes,610.185368803368,19010.1257851595
437,No,No,650.2493011075,33475.7442375698
438,No,No,1067.77922869907,28077.2546815944
439,No,No,415.765428516259,24740.7535995478
440,No,No,866.045922597997,44827.2658786343
441,No,Yes,0,24283.3359823875
442,Yes,No,1964.01468409879,50553.5345217328
443,No,No,955.339164891699,46310.1075238865
444,No,No,0,47669.7040770385
445,No,Yes,894.125809153853,24670.1188959719
446,No,Yes,568.294950972513,13286.3504957018
447,No,No,0,36708.3573405233
448,No,Yes,527.056085247217,22986.2838213203
449,No,No,1522.85515471843,35805.2559666713
450,No,No,1365.55685085965,38511.3198025482
451,No,No,0,44525.8493492165
452,No,No,604.194947116334,38292.7690977453
453,No,No,768.694006876275,32373.771051203
454,No,No,87.9486517918008,47924.6979109095
455,No,No,1524.43670328131,18878.5544825791
456,No,No,563.917725899879,47839.6172580637
457,No,Yes,766.635537082227,21718.8136181928
458,No,No,786.013911427482,52693.9437515261
459,No,Yes,1506.91151259556,23375.6459315861
460,No,Yes,1402.55392633496,16607.5642547431
461,No,Yes,813.494837592495,16681.3502966219
462,No,No,467.864135290801,43308.6965719809
463,No,No,442.489564867692,54996.8427500424
464,No,No,0,31722.3296748607
465,No,No,906.231097084323,46715.2346835251
466,No,No,0,33146.4953386028
467,No,No,975.388741777061,45597.9376922718
468,No,Yes,643.565267155745,21323.0494420305
469,No,No,585.237716368989,40585.7465430587
470,No,No,618.460731226128,49385.7880266266
471,No,No,856.811960459733,32437.1318348945
472,No,Yes,1463.33776514964,11579.1594522765
473,No,No,210.78078813108,46326.7611216619
474,No,No,230.220394093858,28930.2545205789
475,No,No,896.678115981988,46328.5441977357
476,No,Yes,651.550004936349,17743.0656159922
477,No,Yes,561.391612168585,21747.2631759341
478,No,Yes,1097.06748078784,20564.1257982162
479,No,Yes,622.413720314637,13072.0279621729
480,No,Yes,353.652760924622,20531.4965369275
481,No,No,431.127915131931,37772.8047134803
482,No,No,1525.35393018537,52675.7637044107
483,No,Yes,831.845343849951,19797.3565884764
484,No,No,1839.32220772717,38104.0911062601
485,No,No,1911.66851672829,52802.0888231585
486,No,No,1332.53107136617,36974.6082048979
487,No,No,619.903822341423,29217.3523431864
488,No,No,150.94951081572,36923.5521943078
489,No,No,1162.69979639329,27206.6618497453
490,No,No,477.550762096018,24273.4186375882
491,No,No,785.033516931214,45598.9153979293
492,No,Yes,717.632894780562,19590.9710043964
493,No,No,363.229330063018,51821.4268263811
494,No,No,1041.07152319365,41485.6237181921
495,No,No,1236.21871976753,37884.5660973391
496,No,No,338.779408193535,42678.7131911716
497,No,Yes,1220.58375300377,13268.5622209261
498,No,Yes,691.224742286061,16872.15171466
499,No,Yes,724.437846238017,15835.6275220604
500,No,Yes,830.860575104084,18259.6642152219
501,No,No,1541.81280611611,29374.9288818287
502,No,Yes,1058.86738423105,16059.8327513806
503,No,No,509.370892230809,39546.4726439018
504,No,Yes,725.79336805305,23202.9639603002
505,No,No,1059.80410067008,64315.0262055869
506,No,No,415.76825935316,38425.7594997553
507,No,No,1082.8154177681,41355.9855919617
508,No,No,923.992516417842,27818.2468659303
509,No,No,877.343686869075,40689.4785866351
510,No,Yes,1558.21783126298,7364.83007811734
511,No,Yes,1247.06723758895,15522.5841453256
512,No,No,330.324289217389,55734.0457402734
513,No,Yes,20.2580938434145,21530.3315137875
514,No,Yes,539.160036521217,17824.2607149352
515,No,No,857.329141983597,25742.1737665286
516,No,Yes,870.773035482323,16446.354825625
517,No,No,1420.99345352703,34126.421687852
518,No,No,612.324988948466,55326.4128432861
519,No,No,560.96807384839,43254.715410826
520,No,No,812.347981166699,33654.6774179645
521,No,No,383.860154972825,31749.6784240199
522,No,Yes,782.544846300914,20593.5266878077
523,No,No,598.513776952532,42584.1208108417
524,No,No,0,45642.7619356526
525,No,No,255.117030975662,55980.074042527
526,Yes,No,1392.59975316796,37620.2413146324
527,No,No,1092.49125891644,30654.685256551
528,No,No,1319.1876132958,35466.2418626747
529,No,No,413.888271616934,53142.0239048614
530,No,No,808.616921547397,23519.672554832
531,No,No,909.764267678658,42468.2782209453
532,No,No,1044.78688912355,41148.5400571297
533,No,Yes,1341.6157387998,26319.0155875505
534,No,No,66.6320807349912,28735.9741149412
535,Yes,Yes,1737.53781487332,20974.0345941776
536,No,No,394.412944764813,52725.1599391522
537,No,No,126.153204675651,33964.0506128594
538,No,No,338.06832186229,47340.0266909586
539,No,Yes,1881.25652109686,14992.3867271917
540,No,No,0,39576.4346515849
541,No,No,0,41864.2591327518
542,No,No,596.182688889079,55591.0589187562
543,No,No,503.498537295314,20476.0729395675
544,No,No,291.968139689217,48511.6030793504
545,No,No,189.362232508863,36706.8119673594
546,No,No,353.778226008973,58514.3180764772
547,No,No,351.288800597847,30345.6989047543
548,No,Yes,1369.40827588944,18144.3502642041
549,No,No,698.001477300336,38135.5587008128
550,No,Yes,728.985838205656,17360.5229950272
551,No,Yes,1183.06770190887,13210.8776348588
552,No,No,678.485146409376,30196.0456896206
553,Yes,Yes,1985.32173867563,22248.4026595649
554,No,Yes,698.157981667433,19582.8161575693
555,No,No,1086.19348901131,52761.4130388312
556,No,Yes,1302.79720625578,29252.3614341099
557,No,No,791.182225188319,48206.731750984
558,No,No,1023.14792054594,43698.8166919161
559,No,Yes,758.673477864191,24166.7623021281
560,No,No,1157.75985725331,32574.5028988198
561,No,Yes,1053.33264063015,10212.5023579687
562,No,No,0,29021.7452781286
563,No,Yes,1545.63745986469,13959.9936735773
564,No,No,998.704699011465,46697.7777728682
565,No,No,313.805085904673,37720.7620953016
566,No,No,430.090423291077,29246.3770929262
567,No,No,959.172025652896,38310.086011965
568,No,Yes,1615.50480202178,19566.1579588502
569,No,No,1140.74820920772,39017.0776173997
570,No,No,1040.39643430957,41395.2882512831
571,No,No,421.146499621363,61655.3480462195
572,No,No,330.62242766305,11732.2513825039
573,No,No,0,49792.7572585251
574,No,No,0,42745.3020131405
575,No,No,831.456141881062,58476.7392311882
576,No,Yes,979.065326799836,17666.3870981162
577,No,No,116.353735409607,30765.3518002466
578,No,No,969.55040776643,41301.9715355252
579,No,Yes,966.35083804263,11776.5291469195
580,No,Yes,627.66812838312,18539.564145443
581,No,No,1477.66920681625,42011.8079623361
582,No,No,813.133978036295,59309.4766826029
583,No,Yes,1132.08405700115,15675.5344367768
584,No,Yes,771.295014017138,15594.0118532611
585,No,No,1399.12616301261,26505.0201256997
586,No,No,920.574314458369,40527.9870563083
587,No,No,654.416009758667,47244.7041815369
588,No,No,67.2304390711129,45751.4479321279
589,No,Yes,1039.90941904259,21212.6826814127
590,No,No,519.461494214481,44498.015589091
591,No,Yes,153.400095790985,17840.3848795582
592,Yes,No,1800.64173306343,48708.9599348881
593,No,No,351.959107430178,29281.0307109066
594,No,No,212.93178251117,46843.9124938965
595,No,No,612.10792157668,31367.7130801548
596,No,No,645.931623040968,39695.6272589398
597,No,No,499.913435722248,28352.5533921151
598,No,No,1342.17534039196,58049.9940384293
599,No,No,1553.70330850943,35929.1635489322
600,No,Yes,1171.44140128616,19213.385726928
601,No,No,613.150113768004,34286.112453527
602,No,No,97.2648758399586,37468.1802348357
603,No,Yes,777.64273092137,18190.645274987
604,No,No,725.70058680128,49337.4023462493
605,No,No,352.644414031465,39404.7443664762
606,No,Yes,1434.58997748353,16613.4314534251
607,No,No,399.118375316584,48889.9890284738
608,No,No,1184.49229812903,43228.8058978192
609,No,No,0,43193.232149062
610,No,No,218.589806829151,34512.6334707916
611,No,Yes,1443.86042588629,19146.2914155916
612,No,No,923.346231764488,44670.8642404417
613,No,No,939.69867396675,52383.2752163082
614,No,No,898.980725863394,63041.2247822201
615,No,No,894.627905765509,39027.6302767467
616,No,No,806.216663210777,35259.3046445798
617,No,No,0,41933.0957701916
618,No,No,825.8499756766,48216.7118880664
619,No,Yes,903.438811968714,13028.1508626046
620,No,No,988.172046073138,49057.0419217536
621,No,No,494.660496038613,47035.7546779674
622,No,Yes,1236.25642303914,16389.8638086909
623,No,No,865.697003766891,33541.0463795618
624,No,No,179.70007051145,37727.5351161306
625,No,No,793.612232394447,24973.2084760282
626,No,Yes,1076.72770461126,12502.6449158541
627,No,Yes,868.712519648453,13025.5249765279
628,No,Yes,215.63389776376,23221.6193715472
629,No,Yes,701.539370559622,17607.4578217575
630,No,Yes,731.314859465698,11510.1514733817
631,No,No,539.441908788564,26164.8446811129
632,No,No,485.936864171729,61566.106117801
633,No,No,901.176073691345,55064.6364886004
634,No,No,625.399024910973,52074.9682238148
635,No,No,630.028950845409,43547.5421743949
636,No,No,432.092064833132,56732.7372801469
637,No,Yes,256.325670466206,15627.662788709
638,No,No,645.949270764739,46406.3379836008
639,No,No,1363.48166419022,35359.7540473893
640,No,No,692.143222681582,47038.0903196941
641,No,No,0,57003.5937659082
642,No,No,434.189904174905,42205.2648924287
643,No,No,212.647740871301,29592.1708509053
644,No,No,914.881075502437,39789.0554443783
645,No,Yes,715.717417435997,27285.3332362387
646,No,No,1224.47123850969,37088.0532034538
647,No,No,184.427531874368,36731.6269503081
648,No,No,1085.24381139608,21805.7923070268
649,No,No,986.264752865454,38664.7898161626
